,PA01H:CO,AUB:CO,PA04C:CO,A1:CO,BASCH:CO,AUT:CO,OBJECTID
,PARIS 1er Les Halles,AUBERVILLIERS,Paris Centre,Autoroute A1 - Saint-Denis,Place Victor Basch,Boulevard Péripherique Auteuil,0
,PA01H,AUB,PA04C,A1,BASCH,AUT,1
,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,2
,CO,CO,CO,CO,CO,CO,3
,mg/m3,mg/m3,mg/m3,mg/m3,mg/m3,mg/m3,4
2019/08/09 02:00:00+00,,0.141000,0.180000,0.245000,,0.276000,5286
2019/08/09 03:00:00+00,,0.122000,0.172000,0.233000,,0.253000,5287
2019/08/09 04:00:00+00,,0.115000,0.170000,0.311000,,0.285000,5288
2019/08/09 05:00:00+00,,0.094000,0.211000,0.424000,,0.307000,5289
2019/08/09 06:00:00+00,,0.101000,0.200000,0.498000,,0.389000,5290
2019/08/09 07:00:00+00,,0.118000,0.222000,0.541000,,0.586000,5291
2019/08/09 08:00:00+00,,0.146000,0.268000,0.600000,,0.753000,5292
2019/08/09 09:00:00+00,,0.131000,0.277000,0.452000,,0.504000,5293
2019/08/09 10:00:00+00,,0.318000,0.275000,0.449000,,0.464000,5294
2019/08/09 11:00:00+00,,0.275000,0.251000,0.430000,,0.529000,5295
2019/08/09 12:00:00+00,,0.265000,0.250000,0.609000,,0.464000,5296
2019/08/09 13:00:00+00,,0.275000,0.292000,0.433000,,0.456000,5297
2019/08/09 14:00:00+00,,0.280000,0.198000,0.450000,,0.459000,5298
2019/08/09 15:00:00+00,,0.247000,0.194000,0.475000,,0.433000,5299
2019/08/09 16:00:00+00,,0.241000,0.187000,0.462000,,0.458000,5300
2019/08/09 17:00:00+00,,0.200000,0.172000,0.577000,,0.414000,5301
2019/08/09 18:00:00+00,,0.273000,0.186000,0.479000,,0.434000,5302
2019/08/09 19:00:00+00,,0.270000,0.187000,0.491000,,0.383000,5303
2019/08/09 20:00:00+00,,0.272000,0.197000,0.375000,,0.321000,5304
2019/08/09 21:00:00+00,,0.246000,0.189000,0.386000,,0.314000,5305
2019/08/09 22:00:00+00,,0.232000,0.178000,0.274000,,0.297000,5306
2019/08/09 23:00:00+00,,0.230000,0.161000,0.314000,,0.274000,5307
2019/08/10 00:00:00+00,,0.216000,0.158000,0.270000,,0.230000,5308
2019/08/10 01:00:00+00,,0.188000,0.105000,0.206000,,0.084000,5309
2019/08/10 02:00:00+00,,0.154000,0.101000,0.187000,,0.088000,5310
2019/08/10 03:00:00+00,,0.174000,0.105000,0.309000,,0.089000,5311
2019/08/10 04:00:00+00,,0.177000,0.099000,0.198000,,0.083000,5312
2019/08/10 05:00:00+00,,0.178000,0.104000,0.207000,,0.087000,5313
2019/08/10 06:00:00+00,,0.189000,0.106000,0.224000,,0.100000,5314
2019/08/10 07:00:00+00,,0.194000,0.103000,0.208000,,0.105000,5315
2019/08/10 08:00:00+00,,0.197000,0.096000,0.245000,,0.291000,5316
2019/08/10 09:00:00+00,,0.202000,0.096000,0.293000,,0.141000,5317
2019/08/10 10:00:00+00,,0.197000,0.093000,0.279000,,0.133000,5318
2019/08/10 11:00:00+00,,0.194000,0.090000,0.250000,,0.130000,5319
2019/08/10 12:00:00+00,,0.207000,0.075000,0.247000,,0.136000,5320
2019/08/10 13:00:00+00,,0.219000,0.075000,0.327000,,0.163000,5321
2019/08/10 14:00:00+00,,0.106000,0.064000,0.250000,,0.141000,5322
2019/08/10 15:00:00+00,,0.104000,0.071000,0.282000,,0.155000,5323
2019/08/10 16:00:00+00,,0.138000,0.065000,0.347000,,0.229000,5324
2019/08/10 17:00:00+00,,0.144000,0.072000,0.399000,,0.192000,5325
2019/08/10 18:00:00+00,,0.151000,0.080000,0.400000,,0.220000,5326
2019/08/10 19:00:00+00,,0.163000,0.081000,0.386000,,0.199000,5327
2019/08/10 20:00:00+00,,0.164000,0.087000,0.475000,,0.243000,5328
2019/08/10 21:00:00+00,,0.178000,0.095000,0.510000,,0.240000,5329
2019/08/10 22:00:00+00,,0.195000,0.086000,0.342000,,0.233000,5330
2019/08/10 23:00:00+00,,0.193000,0.075000,0.318000,,0.189000,5331
2019/08/11 00:00:00+00,,0.195000,0.075000,0.349000,,0.143000,5332
2019/08/11 01:00:00+00,,0.199000,0.092000,0.351000,,0.161000,5333
2019/08/11 02:00:00+00,,0.085000,0.088000,0.243000,,0.124000,5334
2019/08/11 03:00:00+00,,0.086000,0.091000,0.144000,,0.110000,5335
2019/08/11 04:00:00+00,,0.074000,0.090000,0.165000,,0.116000,5336
2019/08/11 05:00:00+00,,0.047000,0.095000,0.257000,,0.126000,5337
2019/08/11 06:00:00+00,,0.030000,0.095000,0.203000,,0.163000,5338
2019/08/11 07:00:00+00,,0.073000,0.102000,0.222000,,0.133000,5339
2019/08/11 08:00:00+00,,0.051000,0.115000,0.198000,,0.139000,5340
2019/08/11 09:00:00+00,,0.040000,0.113000,0.327000,,0.161000,5341
2019/08/11 10:00:00+00,,0.085000,0.123000,0.298000,,0.195000,5342
2019/08/11 11:00:00+00,,0.073000,0.122000,0.357000,,0.197000,5343
2019/08/11 12:00:00+00,,0.069000,0.117000,0.354000,,0.170000,5344
2019/08/11 13:00:00+00,,0.079000,0.123000,0.395000,,0.181000,5345
2019/08/11 14:00:00+00,,0.119000,0.120000,0.323000,,0.182000,5346
2019/08/11 15:00:00+00,,0.082000,0.124000,0.313000,,0.186000,5347
2019/08/11 16:00:00+00,,0.059000,0.112000,0.303000,,0.211000,5348
2019/08/11 17:00:00+00,,0.048000,0.103000,0.347000,,0.225000,5349
2019/08/11 18:00:00+00,,0.038000,0.108000,0.336000,,0.231000,5350
2019/08/11 19:00:00+00,,0.024000,0.111000,0.509000,,0.385000,5351
2019/08/11 20:00:00+00,,0.037000,0.129000,0.351000,,0.356000,5352
2019/08/11 21:00:00+00,,0.073000,0.154000,0.296000,,0.203000,5353
2019/08/11 22:00:00+00,,0.040000,0.132000,0.297000,,0.327000,5354
2019/08/11 23:00:00+00,,0.068000,0.119000,0.241000,,0.213000,5355
2019/08/12 00:00:00+00,,0.053000,0.113000,0.203000,,0.152000,5356
2019/08/12 01:00:00+00,,0.042000,0.084000,0.228000,,0.252000,5357
2019/08/12 02:00:00+00,,0.107000,0.095000,0.271000,,0.204000,5358
2019/08/12 03:00:00+00,,0.079000,0.100000,0.202000,,0.183000,5359
2019/08/12 04:00:00+00,,0.068000,0.101000,0.204000,,0.193000,5360
2019/08/12 05:00:00+00,,0.083000,0.110000,0.304000,,0.261000,5361
2019/08/12 06:00:00+00,,0.095000,0.114000,0.465000,,0.338000,5362
2019/08/12 07:00:00+00,,0.123000,0.124000,0.530000,,0.345000,5363
2019/08/12 08:00:00+00,,0.261000,0.131000,0.639000,,0.323000,5364
2019/08/12 09:00:00+00,,0.110000,0.111000,0.430000,,0.222000,5365
2019/08/12 10:00:00+00,,0.052000,0.099000,0.380000,,0.213000,5366
2019/08/12 11:00:00+00,,0.063000,0.105000,0.353000,,0.239000,5367
2019/08/12 12:00:00+00,,0.092000,0.113000,0.346000,,0.231000,5368
2019/08/12 13:00:00+00,,,0.090000,0.322000,,0.248000,5369
2019/08/12 14:00:00+00,,,0.108000,0.293000,,0.257000,5370
2019/08/12 15:00:00+00,,,0.116000,0.422000,,0.271000,5371
2019/08/12 16:00:00+00,,0.037000,0.088000,0.512000,,0.281000,5372
2019/08/12 17:00:00+00,,0.075000,0.091000,0.368000,,0.367000,5373
2019/08/12 18:00:00+00,,0.096000,0.108000,0.634000,,0.340000,5374
2019/08/12 19:00:00+00,,0.055000,0.108000,0.510000,,0.274000,5375
2019/08/12 20:00:00+00,,,0.105000,0.430000,,0.253000,5376
2019/08/12 21:00:00+00,,,0.109000,0.448000,,0.255000,5377
2019/08/12 22:00:00+00,,,0.100000,0.396000,,0.222000,5378
2019/08/12 23:00:00+00,,,0.094000,0.278000,,0.242000,5379
2019/08/13 00:00:00+00,,,0.084000,0.299000,,0.202000,5380
2019/08/13 01:00:00+00,,,0.082000,0.156000,,0.125000,5381
2019/08/13 02:00:00+00,,0.082000,0.076000,0.173000,,0.118000,5382
2019/08/13 03:00:00+00,,0.092000,0.071000,0.181000,,0.118000,5383
2019/08/13 04:00:00+00,,0.082000,0.071000,0.302000,,0.142000,5384
2019/08/13 05:00:00+00,,0.091000,0.075000,0.414000,,0.219000,5385
2019/08/13 06:00:00+00,,0.096000,0.087000,0.461000,,0.289000,5386
2019/08/13 07:00:00+00,,0.108000,0.105000,0.376000,,0.338000,5387
2019/08/13 08:00:00+00,,0.140000,0.119000,0.449000,,0.335000,5388
2019/08/13 09:00:00+00,,0.090000,0.099000,0.486000,,0.231000,5389
2019/08/13 10:00:00+00,,0.054000,0.094000,0.410000,,0.185000,5390
2019/08/13 11:00:00+00,,0.055000,0.091000,0.365000,,0.206000,5391
2019/08/13 12:00:00+00,,0.067000,0.088000,0.490000,,0.209000,5392
2019/08/13 13:00:00+00,,0.065000,0.077000,0.365000,,0.211000,5393
2019/08/13 14:00:00+00,,0.086000,0.072000,0.393000,,0.250000,5394
2019/08/13 15:00:00+00,,0.096000,0.082000,0.390000,,0.274000,5395
2019/08/13 16:00:00+00,,0.106000,0.132000,0.354000,,0.342000,5396
2019/08/13 17:00:00+00,,0.084000,0.121000,0.336000,,0.386000,5397
2019/08/13 18:00:00+00,,0.087000,0.121000,0.383000,,0.379000,5398
2019/08/13 19:00:00+00,,0.062000,0.121000,0.351000,,0.365000,5399
2019/08/13 20:00:00+00,,0.058000,0.108000,0.320000,,0.293000,5400
2019/08/13 21:00:00+00,,0.076000,0.107000,0.335000,,0.273000,5401
2019/08/13 22:00:00+00,,0.076000,0.116000,0.205000,,0.379000,5402
2019/08/13 23:00:00+00,,,0.114000,0.355000,,0.418000,5403
2019/08/14 00:00:00+00,,,0.136000,0.237000,,0.266000,5404
2019/08/14 01:00:00+00,,,0.131000,0.190000,,0.201000,5405
2019/08/14 02:00:00+00,,0.149000,0.088000,0.203000,,0.199000,5406
2019/08/14 03:00:00+00,,0.116000,0.088000,0.262000,,0.151000,5407
2019/08/14 04:00:00+00,,0.068000,0.109000,0.326000,,0.211000,5408
2019/08/14 05:00:00+00,,0.071000,0.104000,0.458000,,0.257000,5409
2019/08/14 06:00:00+00,,0.066000,0.125000,0.563000,,0.360000,5410
2019/08/14 07:00:00+00,,0.079000,0.126000,0.618000,,0.340000,5411
2019/08/14 08:00:00+00,,0.050000,0.152000,0.594000,,0.300000,5412
2019/08/14 09:00:00+00,,,0.126000,0.454000,,0.201000,5413
2019/08/14 10:00:00+00,,,0.115000,0.361000,,0.170000,5414
2019/08/14 11:00:00+00,,,0.085000,0.403000,,0.183000,5415
2019/08/14 12:00:00+00,,,0.066000,0.369000,,0.179000,5416
2019/08/14 13:00:00+00,,,0.065000,0.357000,,0.175000,5417
2019/08/14 14:00:00+00,,0.131000,0.061000,0.344000,,0.159000,5418
2019/08/14 15:00:00+00,,0.143000,0.084000,0.359000,,0.183000,5419
2019/08/14 16:00:00+00,,0.116000,0.095000,0.400000,,0.217000,5420
2019/08/14 17:00:00+00,,0.138000,0.095000,0.382000,,0.277000,5421
2019/08/14 18:00:00+00,,0.136000,0.111000,0.451000,,0.258000,5422
2019/08/14 19:00:00+00,,0.108000,0.119000,0.454000,,0.293000,5423
2019/08/14 20:00:00+00,,0.133000,0.112000,0.328000,,0.184000,5424
2019/08/14 21:00:00+00,,0.138000,0.121000,0.321000,,0.182000,5425
2019/08/14 22:00:00+00,,0.093000,0.114000,0.297000,,0.147000,5426
2019/08/14 23:00:00+00,,0.075000,0.112000,0.280000,,0.160000,5427
2019/08/15 00:00:00+00,,0.072000,0.129000,0.311000,,0.147000,5428
2019/08/15 01:00:00+00,,0.064000,0.143000,0.213000,,0.189000,5429
2019/08/15 02:00:00+00,,0.148000,0.142000,0.149000,,0.190000,5430
2019/08/15 03:00:00+00,,0.136000,0.138000,0.181000,,0.198000,5431
2019/08/15 04:00:00+00,,0.096000,0.134000,0.213000,,0.170000,5432
2019/08/15 05:00:00+00,,0.088000,0.134000,0.220000,,0.186000,5433
2019/08/15 06:00:00+00,,0.075000,0.138000,0.230000,,0.177000,5434
2019/08/15 07:00:00+00,,0.094000,0.144000,0.231000,,0.193000,5435
2019/08/15 08:00:00+00,,0.084000,0.153000,0.273000,,0.211000,5436
2019/08/15 09:00:00+00,,0.084000,0.167000,0.273000,,0.258000,5437
2019/08/15 10:00:00+00,,0.076000,0.169000,0.358000,,0.298000,5438
2019/08/15 11:00:00+00,,0.060000,0.166000,0.368000,,0.242000,5439
2019/08/15 12:00:00+00,,0.061000,0.159000,0.297000,,0.249000,5440
2019/08/15 13:00:00+00,,0.060000,0.141000,0.335000,,0.244000,5441
2019/08/15 14:00:00+00,,0.157000,0.147000,0.312000,,0.265000,5442
2019/08/15 15:00:00+00,,0.153000,0.126000,0.334000,,0.257000,5443
2019/08/15 16:00:00+00,,0.173000,0.148000,0.353000,,0.278000,5444
2019/08/15 17:00:00+00,,0.175000,0.164000,0.356000,,0.327000,5445
2019/08/15 18:00:00+00,,0.173000,0.176000,0.320000,,0.360000,5446
2019/08/15 19:00:00+00,,0.180000,0.182000,0.352000,,0.320000,5447
2019/08/15 20:00:00+00,,0.182000,0.175000,0.366000,,0.390000,5448
2019/08/15 21:00:00+00,,0.172000,0.173000,0.298000,,0.311000,5449
2019/08/15 22:00:00+00,,0.157000,0.164000,0.259000,,0.304000,5450
2019/08/15 23:00:00+00,,0.140000,0.164000,0.269000,,0.437000,5451
2019/08/16 00:00:00+00,,0.147000,0.172000,0.282000,,0.309000,5452
2019/08/16 01:00:00+00,,0.131000,0.112000,0.266000,,0.222000,5453
2019/08/16 02:00:00+00,,0.151000,0.113000,0.242000,,0.220000,5454
2019/08/16 03:00:00+00,,0.144000,0.111000,0.242000,,0.239000,5455
2019/08/16 04:00:00+00,,0.130000,0.115000,0.282000,,0.239000,5456
2019/08/16 05:00:00+00,,0.154000,0.123000,0.313000,,0.282000,5457
2019/08/16 06:00:00+00,,0.173000,0.180000,0.386000,,0.370000,5458
2019/08/16 07:00:00+00,,0.179000,0.151000,0.316000,,0.386000,5459
2019/08/16 08:00:00+00,,0.167000,0.197000,0.402000,,0.386000,5460
2019/08/16 09:00:00+00,,0.104000,0.151000,0.325000,,0.306000,5461
2019/08/16 10:00:00+00,,0.104000,0.117000,0.327000,,0.254000,5462
2019/08/16 11:00:00+00,,0.097000,0.112000,0.272000,,0.273000,5463
2019/08/16 12:00:00+00,,0.057000,0.097000,0.272000,,0.249000,5464
2019/08/16 13:00:00+00,,0.069000,0.108000,0.336000,,0.282000,5465
2019/08/16 14:00:00+00,,0.183000,0.104000,0.336000,,0.297000,5466
2019/08/16 15:00:00+00,,0.174000,0.101000,0.316000,,0.309000,5467
2019/08/16 16:00:00+00,,0.176000,0.134000,0.412000,,0.326000,5468
2019/08/16 17:00:00+00,,0.160000,0.123000,0.367000,,0.327000,5469
2019/08/16 18:00:00+00,,0.150000,0.130000,0.405000,,0.372000,5470
2019/08/16 19:00:00+00,,0.123000,0.138000,0.429000,,0.330000,5471
2019/08/16 20:00:00+00,,0.140000,0.152000,0.565000,,0.405000,5472
2019/08/16 21:00:00+00,,0.143000,0.138000,0.379000,,0.412000,5473
2019/08/16 22:00:00+00,,0.123000,0.136000,0.329000,,0.349000,5474
2019/08/16 23:00:00+00,,0.114000,0.143000,0.269000,,0.318000,5475
2019/08/17 00:00:00+00,,0.107000,0.148000,0.280000,,0.274000,5476
2019/08/17 01:00:00+00,,0.090000,0.121000,0.212000,,0.193000,5477
2019/08/17 02:00:00+00,,0.139000,0.143000,0.173000,,0.202000,5478
2019/08/17 03:00:00+00,,0.109000,0.118000,0.255000,,0.186000,5479
2019/08/17 04:00:00+00,,0.097000,0.135000,0.177000,,0.183000,5480
2019/08/17 05:00:00+00,,0.105000,0.133000,0.232000,,0.192000,5481
2019/08/17 06:00:00+00,,0.084000,0.132000,0.201000,,0.207000,5482
2019/08/17 07:00:00+00,,0.074000,0.148000,0.273000,,0.217000,5483
2019/08/17 08:00:00+00,,0.066000,0.161000,0.233000,,0.221000,5484
2019/08/17 09:00:00+00,,0.068000,0.163000,0.269000,,0.243000,5485
2019/08/17 10:00:00+00,,0.076000,0.171000,0.329000,,0.257000,5486
2019/08/17 11:00:00+00,,0.058000,0.197000,0.329000,,0.269000,5487
2019/08/17 12:00:00+00,,0.049000,0.207000,0.309000,,0.272000,5488
2019/08/17 13:00:00+00,,0.050000,0.199000,0.325000,,0.286000,5489
2019/08/17 14:00:00+00,,0.266000,0.190000,0.299000,,0.310000,5490
2019/08/17 15:00:00+00,,0.244000,0.199000,0.382000,,0.310000,5491
2019/08/17 16:00:00+00,,0.235000,0.206000,0.332000,,0.364000,5492
2019/08/17 17:00:00+00,,0.234000,0.223000,0.418000,,0.420000,5493
2019/08/17 18:00:00+00,,0.210000,0.244000,0.442000,,0.381000,5494
2019/08/17 19:00:00+00,,0.069000,0.210000,0.491000,,0.374000,5495
2019/08/17 20:00:00+00,,0.060000,0.192000,0.425000,,0.371000,5496
2019/08/17 21:00:00+00,,0.037000,0.182000,0.488000,,0.368000,5497
2019/08/17 22:00:00+00,,0.056000,0.182000,0.439000,,0.331000,5498
2019/08/17 23:00:00+00,,0.069000,0.205000,0.352000,,0.345000,5499
2019/08/18 00:00:00+00,,0.051000,0.233000,0.322000,,0.336000,5500
2019/08/18 01:00:00+00,,0.053000,0.197000,0.349000,,0.336000,5501
2019/08/18 02:00:00+00,,0.145000,0.176000,0.265000,,0.275000,5502
2019/08/18 03:00:00+00,,0.104000,0.159000,0.253000,,0.238000,5503
2019/08/18 04:00:00+00,,0.098000,0.149000,0.211000,,0.226000,5504
2019/08/18 05:00:00+00,,0.086000,0.139000,0.191000,,0.213000,5505
2019/08/18 06:00:00+00,,0.069000,0.143000,0.203000,,0.213000,5506
2019/08/18 07:00:00+00,,0.054000,0.130000,0.168000,,0.212000,5507
2019/08/18 08:00:00+00,,,0.129000,0.229000,,0.223000,5508
2019/08/18 09:00:00+00,,,0.143000,0.227000,,0.258000,5509
2019/08/18 10:00:00+00,,,0.142000,0.339000,,0.294000,5510
2019/08/18 11:00:00+00,,,0.140000,0.362000,,0.309000,5511
2019/08/18 12:00:00+00,,,0.129000,0.306000,,0.321000,5512
2019/08/18 13:00:00+00,,,0.124000,0.346000,,0.296000,5513
2019/08/18 14:00:00+00,,0.153000,0.122000,0.372000,,0.305000,5514
2019/08/18 15:00:00+00,,0.145000,0.108000,0.376000,,0.310000,5515
2019/08/18 16:00:00+00,,0.163000,0.109000,0.359000,,0.316000,5516
2019/08/18 17:00:00+00,,0.150000,0.118000,0.418000,,0.376000,5517
2019/08/18 18:00:00+00,,0.181000,0.140000,0.384000,,0.454000,5518
2019/08/18 19:00:00+00,,0.189000,0.124000,0.327000,,0.405000,5519
2019/08/18 20:00:00+00,,0.153000,0.102000,0.346000,,0.504000,5520
2019/08/18 21:00:00+00,,,0.107000,0.248000,,0.537000,5521
2019/08/18 22:00:00+00,,,0.107000,0.269000,,0.510000,5522
2019/08/18 23:00:00+00,,,0.100000,0.347000,,0.476000,5523
2019/08/19 00:00:00+00,,,0.108000,0.328000,,0.419000,5524
2019/08/19 01:00:00+00,,,0.095000,0.198000,,0.273000,5525
2019/08/19 02:00:00+00,,0.063000,0.075000,0.183000,,0.202000,5526
2019/08/19 03:00:00+00,,0.053000,0.075000,0.222000,,0.180000,5527
2019/08/19 04:00:00+00,,0.063000,0.075000,0.292000,,0.239000,5528
2019/08/19 05:00:00+00,,0.080000,0.075000,0.432000,,0.320000,5529
2019/08/19 06:00:00+00,,0.108000,0.088000,0.622000,,0.424000,5530
2019/08/19 07:00:00+00,,0.109000,0.110000,0.641000,,0.476000,5531
2019/08/19 08:00:00+00,,0.101000,0.116000,0.643000,,0.420000,5532
2019/08/19 09:00:00+00,,0.085000,0.091000,0.340000,,0.270000,5533
2019/08/19 10:00:00+00,,0.072000,0.066000,0.334000,,0.236000,5534
2019/08/19 11:00:00+00,,0.072000,0.058000,0.305000,,0.257000,5535
2019/08/19 12:00:00+00,,0.086000,0.048000,0.352000,,0.248000,5536
2019/08/19 13:00:00+00,,0.078000,0.046000,0.274000,,0.238000,5537
2019/08/19 14:00:00+00,,0.095000,0.042000,0.336000,,0.269000,5538
2019/08/19 15:00:00+00,,0.090000,0.052000,0.361000,,0.332000,5539
2019/08/19 16:00:00+00,,0.093000,0.074000,0.467000,,0.431000,5540
2019/08/19 17:00:00+00,,0.103000,0.092000,0.457000,,0.548000,5541
2019/08/19 18:00:00+00,,0.090000,0.105000,0.481000,,0.456000,5542
2019/08/19 19:00:00+00,,0.091000,0.107000,0.499000,,0.563000,5543
2019/08/19 20:00:00+00,,0.155000,0.124000,0.249000,,0.601000,5544
2019/08/19 21:00:00+00,,0.168000,0.118000,0.209000,,0.546000,5545
2019/08/19 22:00:00+00,,0.221000,0.121000,0.255000,,0.733000,5546
2019/08/19 23:00:00+00,,0.151000,0.115000,0.269000,,0.524000,5547
2019/08/20 00:00:00+00,,0.126000,0.101000,0.191000,,0.358000,5548
2019/08/20 01:00:00+00,,0.104000,0.096000,0.148000,,0.280000,5549
2019/08/20 02:00:00+00,,,0.105000,0.142000,,0.273000,5550
2019/08/20 03:00:00+00,,,0.110000,0.176000,,0.262000,5551
2019/08/20 04:00:00+00,,,0.120000,0.203000,,0.255000,5552
2019/08/20 05:00:00+00,,,0.122000,0.313000,,0.335000,5553
2019/08/20 06:00:00+00,,,0.112000,0.315000,,0.522000,5554
2019/08/20 07:00:00+00,,,0.122000,0.439000,,0.705000,5555
2019/08/20 08:00:00+00,,,0.156000,0.459000,,0.500000,5556
2019/08/20 09:00:00+00,,,0.151000,0.323000,,0.322000,5557
2019/08/20 10:00:00+00,,,0.143000,0.309000,,0.300000,5558
2019/08/20 11:00:00+00,,,0.117000,0.374000,,0.310000,5559
2019/08/20 12:00:00+00,,,0.085000,0.487000,,0.296000,5560
2019/08/20 13:00:00+00,,,0.078000,0.454000,,0.335000,5561
2019/08/20 14:00:00+00,,0.130000,0.070000,0.390000,,0.337000,5562
2019/08/20 15:00:00+00,,0.126000,0.096000,0.458000,,0.359000,5563
2019/08/20 16:00:00+00,,0.144000,0.109000,0.429000,,0.449000,5564
2019/08/20 17:00:00+00,,0.158000,0.119000,0.437000,,0.507000,5565
2019/08/20 18:00:00+00,,0.163000,0.124000,0.365000,,0.574000,5566
2019/08/20 19:00:00+00,,0.202000,0.143000,0.305000,,0.431000,5567
2019/08/20 20:00:00+00,,0.240000,0.150000,0.268000,,0.439000,5568
2019/08/20 21:00:00+00,,0.242000,0.163000,0.291000,,0.397000,5569
2019/08/20 22:00:00+00,,0.337000,0.155000,0.230000,,0.372000,5570
2019/08/20 23:00:00+00,,0.274000,0.154000,0.259000,,0.477000,5571
2019/08/21 00:00:00+00,,0.302000,0.144000,0.247000,,0.371000,5572
2019/08/21 01:00:00+00,,0.241000,0.163000,0.203000,,0.312000,5573
2019/08/21 02:00:00+00,,0.119000,0.161000,0.205000,,0.304000,5574
2019/08/21 03:00:00+00,,0.144000,0.146000,0.195000,,0.292000,5575
2019/08/21 04:00:00+00,,0.176000,0.133000,0.257000,,0.292000,5576
2019/08/21 05:00:00+00,,0.188000,0.145000,0.281000,,0.348000,5577
2019/08/21 06:00:00+00,,0.248000,0.155000,0.416000,,0.495000,5578
2019/08/21 07:00:00+00,,0.251000,0.174000,0.481000,,0.623000,5579
2019/08/21 08:00:00+00,,0.194000,0.177000,0.443000,,0.615000,5580
2019/08/21 09:00:00+00,,0.107000,0.150000,0.323000,,0.413000,5581
2019/08/21 10:00:00+00,,0.067000,0.142000,0.290000,,0.432000,5582
2019/08/21 11:00:00+00,,0.071000,0.133000,0.281000,,0.380000,5583
2019/08/21 12:00:00+00,,0.073000,0.112000,0.261000,,0.368000,5584
2019/08/21 13:00:00+00,,0.064000,0.092000,0.287000,,0.430000,5585
2019/08/21 14:00:00+00,,0.087000,0.094000,0.328000,,0.412000,5586
2019/08/21 15:00:00+00,,0.100000,0.109000,0.287000,,0.535000,5587
2019/08/21 16:00:00+00,,0.096000,0.125000,0.326000,,0.579000,5588
2019/08/21 17:00:00+00,,0.101000,0.147000,0.322000,,0.705000,5589
2019/08/21 18:00:00+00,,0.100000,0.151000,0.307000,,0.600000,5590
2019/08/21 19:00:00+00,,0.142000,0.164000,0.280000,,0.542000,5591
2019/08/21 20:00:00+00,,0.164000,0.175000,0.306000,,0.450000,5592
2019/08/21 21:00:00+00,,0.190000,0.210000,0.346000,,0.654000,5593
2019/08/21 22:00:00+00,,0.188000,0.199000,0.325000,,0.915000,5594
2019/08/21 23:00:00+00,,0.166000,0.200000,0.304000,,0.763000,5595
2019/08/22 00:00:00+00,,0.229000,0.195000,0.343000,,0.614000,5596
2019/08/22 01:00:00+00,,0.211000,0.185000,0.303000,,0.518000,5597
2019/08/22 02:00:00+00,,0.259000,0.222000,0.291000,,0.475000,5598
2019/08/22 03:00:00+00,,0.211000,0.212000,0.293000,,0.429000,5599
2019/08/22 04:00:00+00,,0.202000,0.176000,0.344000,,0.381000,5600
2019/08/22 05:00:00+00,,0.272000,0.192000,0.473000,,0.476000,5601
2019/08/22 06:00:00+00,,0.372000,0.202000,0.613000,,0.632000,5602
2019/08/22 07:00:00+00,,0.297000,0.235000,0.618000,,0.602000,5603
2019/08/22 08:00:00+00,,0.201000,0.241000,0.511000,,0.559000,5604
2019/08/22 09:00:00+00,,0.168000,0.197000,0.374000,,0.482000,5605
2019/08/22 10:00:00+00,,0.146000,0.167000,0.369000,,0.440000,5606
2019/08/22 11:00:00+00,,0.112000,0.106000,0.362000,,0.456000,5607
2019/08/22 12:00:00+00,,0.094000,0.086000,0.315000,,0.410000,5608
2019/08/22 13:00:00+00,,0.105000,0.076000,0.327000,,0.460000,5609
2019/08/22 14:00:00+00,,0.075000,0.074000,0.299000,,0.454000,5610
2019/08/22 15:00:00+00,,0.068000,0.073000,0.320000,,0.504000,5611
2019/08/22 16:00:00+00,,0.061000,0.097000,0.303000,,0.581000,5612
2019/08/22 17:00:00+00,,0.084000,0.120000,0.470000,,0.690000,5613
2019/08/22 18:00:00+00,,0.050000,0.116000,0.414000,,0.655000,5614
2019/08/22 19:00:00+00,,0.103000,0.149000,0.407000,,0.572000,5615
2019/08/22 20:00:00+00,,0.158000,0.183000,0.478000,,0.520000,5616
2019/08/22 21:00:00+00,,0.201000,0.225000,0.398000,,0.588000,5617
2019/08/22 22:00:00+00,,0.134000,0.161000,0.267000,,0.445000,5618
2019/08/22 23:00:00+00,,0.139000,0.160000,0.255000,,0.478000,5619
2019/08/23 00:00:00+00,,0.185000,0.148000,0.259000,,0.486000,5620
2019/08/23 01:00:00+00,,0.106000,0.117000,0.164000,,0.329000,5621
2019/08/23 02:00:00+00,,0.218000,0.109000,0.141000,,0.311000,5622
2019/08/23 03:00:00+00,,0.257000,0.114000,0.161000,,0.317000,5623
2019/08/23 04:00:00+00,,0.158000,0.118000,0.237000,,0.358000,5624
2019/08/23 05:00:00+00,,0.164000,0.133000,0.289000,,0.385000,5625
2019/08/23 06:00:00+00,,0.146000,0.154000,0.367000,,0.588000,5626
2019/08/23 07:00:00+00,,0.193000,0.182000,0.410000,,0.549000,5627
2019/08/23 08:00:00+00,,0.205000,0.202000,0.420000,,0.606000,5628
2019/08/23 09:00:00+00,,0.199000,0.216000,0.368000,,0.520000,5629
2019/08/23 10:00:00+00,,0.144000,0.165000,0.314000,,0.434000,5630
2019/08/23 11:00:00+00,,0.094000,0.096000,0.365000,,0.501000,5631
